"Date","Tweet","ReplyTo","RT","Likes","RTs"
"2017-02-16 12:08Z","@biebspenter @navawh0 A 1a convocação da lista, q consta no edital, chama os candidatos q estão dentro das vagas ofertadas pela universidade ","@biebscremoso",NA,1,0
"2017-02-16 12:08Z","@biebspenter @navawh0 A lista geral de espera, q deve ser divulgada pelo MEC ainda hj, mostra todo mundo q se inscreveu p/ as convocações. ","@biebscremoso",NA,1,0
"2017-02-16 11:55Z","Olá @IngridMatias13, a 1a convocação da lista de espera sai amanhã, dia 17, a partir das 16h, conforme edital https://t.co/2hItRuLvJ2. Abs, ","",NA,4,1
"2017-02-16 11:51Z","☀️ Bom dia, #galeraunirio! @IngridMatias13, @Luh_rodrigues99, @SIGA_ME_ENTAO, @biebspenter e @ciriecBrasil: bem-vindos ao @comunicaunirio! ","",NA,4,0
"2017-02-16 10:49Z","@biebspenter, bom dia! Estamos aguardando a liberação da lista pelo MEC. Também estamos ansiosos.😉 ","@biebscremoso",NA,1,0
"2017-02-16 10:48Z","@navawh0, bom dia! Estamos aguardando a liberação da lista pelo MEC. Também estamos ansiosos.😉 ","@navawh0",NA,1,0
"2017-02-16 10:29Z","@priscila_aj, bom dia! Acabamos de encaminhar uma mensagem no privado. 😉 ","@priscila_aj",NA,0,0
"2017-02-15 17:07Z","Comunidade #unirio:inscrições p/ Oficina de Audiovisual terminam no dia 17! Atividades acontecem de 6 a 8/3. Veja: https://t.co/CMrw4FyQNG ","",NA,1,1
"2017-02-15 14:52Z","@quxren Dia 17, sai a 1a convocação para a matrícula daqueles que estão dentro das vagas. Abs, ","@quxren",NA,0,0
"2017-02-15 14:51Z","Olá @quxren, a previsão é hoje. Assim que o MEC liberar a lista geral, faremos a divulgação em https://t.co/e9STcysYsr . Fique de olho! ","@comunicaUNIRIO",NA,3,1
"2017-02-15 14:48Z","Olá @eiiaeo, a previsão é hoje. Assim que o MEC liberar a lista geral, faremos a divulgação em https://t.co/e9STcysYsr. Fique de olho! ","@eiiaeo",NA,3,2
"2017-02-15 14:26Z","Mais #galeraunirio! Olá @pescaacena, @eiiaeo, @FelphsRJ e @Kaathmuller, sejam muito bem-vindos ao @comunicaUNIRIO!👏👏👏 ","",NA,3,0
"2017-02-15 12:02Z","Bom dia! Quem aí está interessado em fazer mestrado em Artes Cênicas na #unirio? As inscrições começam no dia 20. https://t.co/CEUIoM8jXK ","",NA,3,1
"2017-02-15 10:17Z","@quxren, bom dia! A divulgação da 1ª lista de espera ocorrerá no dia 17 de fevereiro. Fique de olho no nosso edital: https://t.co/2hItRuLvJ2 ","@quxren",NA,2,0
"2017-02-14 18:33Z","Alunos de graduação: inscrições para bolsas dos programas Protes e Pradig terminam na sexta, dia 17. Confiram: https://t.co/m6Or8uhagP ","",NA,0,0
"2017-02-14 14:43Z","Atenção, #galeraunirio! Fique de olho no questionário de autoavaliação institucional. Contamos com sua participação! https://t.co/dDHcUcxmhd https://t.co/OAIr2sxnCx ","",NA,2,1
"2017-02-14 11:52Z","☀️ Um bom dia, com muito amor, para toda a #galeraunirio! ❤️💛💚💙💜 #valentinesday https://t.co/3UgeKqxUdG ","",NA,3,2
"2017-02-13 17:02Z","Mestrado profissional em Gestão de Documentos e Arquivos: inscrições até 3 de março. Fique de olho: https://t.co/OqrltiBLvE ","",NA,1,1
"2017-02-13 14:31Z","Olá @gabinduarte, @MariRodrigues_1, @SAO_OS_MELHORES, @elisa97148997 e @marinaspoladore, sejam bem-vindos ao @comunicaUNIRIO!👏 #galeraunirio ","",NA,1,0
"2017-02-13 11:55Z","Dia 15/2 tem oficina de leitura dramatizada promovida pela Biblioteca Central, que celebra seus 40 anos em 2017: https://t.co/4Yj3Es3wLc ","",NA,1,0
"2017-02-13 11:11Z","@lp_luispaulo, bom dia!! Acompanhe o nosso calendário acadêmico: https://t.co/44wZbDay2M. Te esperamos aqui. 😉 ","@lp_luispaulo",NA,0,0
"2017-02-10 17:11Z","Mestrado profissional em Ensino de Artes Cênicas: já saiu o edital! Inscrições entre 27/3 e 7/4. Saiba +: https://t.co/4MhtMPUxe5 ","",NA,0,0
"2017-02-10 16:23Z","@gabe_alberto, boa tarde! Enviamos uma mensagem direta para você sobre a sua questão. Abs. ","@gabe_alberto",NA,0,0
"2017-02-10 14:31Z","Projeto Igrejas Históricas no RJ oferece curso de capacitação para voluntários a partir de segunda, dia 13. Confira: https://t.co/IQ3rbHfGo0 ","",NA,4,3
"2017-02-10 12:00Z","Bom dia #galeraunirio nesta sexta-feira linda! E o @comunicaunirio também dá as boas-vindas a @ferpavaan, @cefestellita1 e @dricorezende! https://t.co/u7vVHI0Swz ","",NA,6,1
"2017-02-09 19:18Z","@whoislarav, está previsto para hoje, sim. Fique atenta à página https://t.co/e9STcysYsr. Abs! ","@whoislarav",NA,1,0
"2017-02-09 17:26Z","@queedebruna, sugerimos que você entre em contato com o setor responsável pelas matrículas. Na Unirio é a Caeg: https://t.co/rQV98zPwBz. Abs ","@qdbru",NA,0,0
"2017-02-09 16:25Z","Boa tarde @BragaThaeus! Enviamos uma mensagem direta para você sobre a sua questão. Abs, ","@BragaThaeus",NA,0,0
"2017-02-09 16:10Z","@ferpavaan de nada! Qualquer dúvida, acesse o edital em https://t.co/Q5DDmBuaQZ. Abs, ","@ferpavaan",NA,1,0
"2017-02-09 16:00Z","@ferpavaan, de acordo com o edital, o processo seletivo para o Bacharelado em Atuação Cência é composto pelo THE + nota do Enem. Abs, ","@ferpavaan",NA,1,0
"2017-02-09 15:45Z","Olá @ferpavaan, a qual processo seletivo você se refere? ","@ferpavaan",NA,0,0
"2017-02-09 14:28Z","THE Música 2017: @musicaunirio divulga resultado final com retificação. Confira: https://t.co/6S7xaiYYAx ","",NA,1,1
"2017-02-09 12:02Z","🌞Bom dia, #galeraunirio!!! @mandspinheiro, @jean_nanet e @gabe_alberto, sejam muito bem-vindos ao @comunicaUNIRIO!👏👏👏 ","",NA,2,0
"2017-02-09 11:59Z","Bom dia, @gabe_alberto! O resultado deve sair até o fim da tarde. Fique de olho em https://t.co/e9STcysYsr. Abs, ","@gabe_alberto",NA,1,0
"2017-02-08 18:52Z","@EITAPORRAleo, a previsão é essa. Abs! ","@EITAPORRAleo",NA,0,0
"2017-02-08 18:03Z","Galera do THE de Teatro: fique de olho na divulgação do Cartão de Local de Prova (CLP) hoje, até às 22h, em https://t.co/f63MEFwMuT ","",NA,2,0
"2017-02-08 14:39Z","Domingo, 12, é Dia de Darwin no @museudoamanha, com participação de docente da #unirio. Dá uma olhada: https://t.co/Wlr7KOtoSC @verciencia ","",NA,1,0
"2017-02-08 14:30Z","Olá @IMariaJuliaLima, o resultado sai hoje até às 22h. Fique de olho na página da Caeg, em https://t.co/KafkyK3Rly. Abs, ","@IMariaJuliaLima",NA,0,0
"2017-02-08 12:09Z","Bom dia, #galeraunirio!!! @DiegoChSz e @universidad_uci, sejam bem-vindos ao @comunicaUNIRIO!👏👏👏 ","",NA,2,0
"2017-02-08 11:02Z","Olá @RayssaLF, mandamos uma mensagem direta para você sobre a dúvida do Portal do Aluno! Abs, ","@rayssalf",NA,1,0
"2017-02-07 15:07Z","Boa tarde #galeraunirio! @TOTAL_QUALIDADE, @RayssaLF, @mariagomesi e @nobrelu, sejam muito bem-vindos ao @comunicaunirio! ","",NA,1,0
"2017-02-07 13:45Z","@CarolValenteen olá! Respondemos sua demanda por mensagem direta. Abs, ","@CarolValenteen",NA,0,0
"2017-02-07 12:07Z","@RayssaLF Oi, Rayssa! Sugerimos que você confirme com a secretaria do seu curso. As páginas estão listadas em https://t.co/h201hn5pbg. Abs! ","@rayssalf",NA,1,0
"2017-02-07 12:01Z","#sisu 2017: Hoje é o último dia de matrícula na #unirio. Corre pra cá! Estamos aguardando vocês! ","",NA,4,0
"2017-02-06 16:05Z","Boa tarde,@whoislarav, @naaranuness, @Art_Player1, @tessmorphine e @Nitinha_Mendes, sejam bem-vindos ao @comunicaUNIRIO! 👏👏👏 #galeraunirio ","",NA,5,0
"2017-02-06 14:33Z","Em maio, vem aí o III Simpósio de Alimentos e Nutrição, aqui na #unirio. Na pauta, os alimentos funcionais. Confira: https://t.co/ec1FkPmO6g ","",NA,0,0
"2017-02-06 14:28Z","Olá @tessmorphine, enviamos uma mensagem direta pra você. Dê uma olhada lá, por favor. Abs, ","@tessmorphine",NA,0,0
"2017-02-06 13:41Z","Bom dia, @tessmorphine! Gostaria de confirmar se você enviou e-mail pra caeg@unirio.br. Além disso, pode ligar para 2542-4306 ou 4308. Abs, ","@tessmorphine",NA,1,0
"2017-02-06 12:01Z","🌞Bom dia, #galeraunirio!!! @stepchar22, @CarolValenteen, @fhgonzaga, @milenatirre e @deboramelo22, sejam bem-vindos ao @comunicaUNIRIO!👏👏👏 ","",NA,3,0
"2017-02-06 10:09Z","@brunoporquesim, bom dia!! As atividades do ano letivo já estão disponíveis no calendário acadêmico: https://t.co/GPIN2pyodV. Esperamos vc!😉 ","@brunoporquesim",NA,0,0
"2017-02-06 10:07Z","@ArietisAlpha, bom dia! Você pode acompanhar as publicações nessa página: https://t.co/e9STcysYsr. Boa sorte!😉 ","@pruprusinha",NA,1,0
"2017-02-03 19:24Z","Que rufem os tambores!!! O resultado do THE do curso de  Música já está disponível https://t.co/6S7xaiYYAx ","",NA,0,0
"2017-02-03 18:01Z","Programa de Iniciação Científica da #unirio: submissão de propostas para concessão de bolsas vai até 10/4. Confira: https://t.co/0YqR9LyREP ","",NA,2,1
"2017-02-03 16:27Z","Mais gente na #galeraunirio! @kcirtannes, @nanda_almeidatt e @airesVanessa, sejam muito bem-vindas ao @comunicaUNIRIO!👏👏👏👏👏 ","",NA,2,0
"2017-02-03 14:46Z","Boa tarde, #galeraunirio! @priscila_aj e @7OmniaVincit, sejam muito bem-vindos ao @comunicaUNIRIO!👏👏👏👏👏 ","",NA,3,0
"2017-02-03 11:58Z","MEN TI RA!!! É hoje a matrícula na #unirio?"" Vemmmmm calourada!!! Estamos te esperando! https://t.co/Pj4CKgIWgM ","",NA,14,5
"2017-02-02 17:27Z","Olá, #galeraunirio!!! @Matt_Roberto, @renisbau e @silvaign, sejam muito bem-vindos ao @comunicaUNIRIO!👏👏👏👏👏 ","",NA,2,0
"2017-02-02 14:29Z","@PROGRAD_UNIRIO está com inscrições abertas para seleção de bolsistas dos programas PET, Protes e Pradig. Saiba +: https://t.co/qy85GWjMfG ","@PROGRAD_UNIRIO",NA,0,0
"2017-02-02 11:53Z","Bom dia!!! Você pode contribuir para o futuro da #unirio. Participe da Autovaliação Institucional! https://t.co/C1I8ufLqWS https://t.co/33Zk5Oglz7 ","",NA,1,0
"2017-02-01 17:33Z","@EuOrtma Estamos aqui aguardando você também! Abs ","",NA,1,0
"2017-02-01 17:31Z","Legal, @brunoporquesim! Estamos de braços abertos! Abs, ","@brunoporquesim",NA,0,0
"2017-02-01 17:06Z","Luz, câmera, ação! Em março, vai rolar Oficina de Audiovisual na #unirio! Inscrições vão de 6 a 17/2. Saiba +: https://t.co/Ad0N7cCuon. ","",NA,2,0
"2017-02-01 16:06Z","Olá @florenaflor, envie sua dúvida para o e-mail caeg@unirio.br, que eles te darão retorno. Se precisar, os tels são: 2542-4306 ou 4308. Abs ","",NA,0,0
"2017-02-01 14:26Z","O prazo para se inscrever no mestrado e doutorado em Neurologia termina nesta sexta, dia 03. Saiba mais: https://t.co/raHVSBRYP5 ","",NA,1,1
"2017-02-01 11:58Z","🌞Bom dia, #galeraunirio!!! @D05ignacio , @hitsober, @brunoporquesim e @rayane_go, sejam muito bem-vindos ao @comunicaUNIRIO!👏👏👏👏👏 ","",NA,4,0
"2017-02-01 11:40Z","@hitsober, bom dia! As convocações acontecerão por meio da pág. da Caeg, da #unirio. Segue link para acompanhamento: https://t.co/e9STcysYsr ","@velezgrandillo",NA,1,0
"2017-01-31 19:28Z","@Bruunoobms Boa sorte! ","",NA,1,0
"2017-01-31 18:26Z","@quxren sim! Abs, ","@quxren",NA,0,0
"2017-01-31 18:26Z","Olá,@rapphasantana, @Bruunoobms, @CynthiaOlguinn, @nlucasabreu, @undisclosedrage e @thainaVasques, sejam bem-vindos ao @comunicaunirio! ","",NA,7,0
"2017-01-31 16:38Z","Alunos de graduação #unirio: edital para concorrer a cinco bolsas de mobilidade acadêmica já está no ar. Confiram:https://t.co/9soR7ymfP5 ","",NA,0,0
"2017-01-31 16:35Z","@quxren Olá @quxren, a inscrição para lista de espera deve ser realizada no site do MEC (https://t.co/P6WOPdmsFE) até dia 10/02. Abs, ","@quxren",NA,0,0
"2017-01-31 14:34Z","Atenção, #galeraunirio!! Hoje, terminam as inscrições para o mestrado em Biologia Molecular e Celular. Não perca! https://t.co/gSChBaXH2m ","",NA,2,1
"2017-01-31 14:25Z","@onlyjusten Não, é presencial em um dos três dias (3, 6 ou 7). Abs, ","@onlyjusten",NA,0,0
"2017-01-31 14:21Z","@onlyjusten A matrícula será na própria @comunicaUNIRIO, no térreo da Escola de Nutrição. Em breve, a Caeg entrará em contato. ","@onlyjusten",NA,0,0
"2017-01-31 12:39Z","@onlyjusten Bom dia, @onlyjusten! As informações sobre matrícula já estão disponíveis no site. Segue link para acompanhamento: https://t.co/nlI5QffY0s ","@onlyjusten",NA,0,0
"2017-01-31 11:58Z","Bom dia!! E o @comunicaUNIRIO só cresce. @ramires_rs, @dudacascaez, @NegadoJo e @veras_deise, sejam mto bem-vindos!!! #émuitoamorenvolvido https://t.co/yRdOjmUDML ","",NA,4,0
"2017-01-31 11:48Z","@gabrielamqn Olá, @gabrielamqn! Você precisa de alguma ajuda? Qualquer dúvida, estamos por aqui! 😉 ","",NA,0,0
"2017-01-30 17:23Z","Galera do teatro: inscrições abertas para o THE até amanhã, dia 31! Confira: https://t.co/ceGIKDiiB5 ","",NA,3,0
"2017-01-30 13:57Z","Ansiosos? Hoje, sai o resultado do #sisu2017. Vem para a #unirio!!!!!! https://t.co/jXjylid0Fd ","",NA,4,4
"2017-01-30 11:59Z","☀️ Bom dia @FaleiroG, @laisdscosta, @isafernanndes, @bruninhacosta21 e @Ingra_Lib, sejam bem-vindos ao @comunicaunirio!  
#galeraunirio ","",NA,1,0
"2017-01-27 16:57Z","Olho no prazo! Inscrições para o mestrado em Biologia Molecular e Celular na #unirio terminam no dia 31/1. https://t.co/gSChBaG5DM ","",NA,2,1
"2017-01-27 15:30Z","Boa tarde!!! @rejanebeatris, seja muito bem-vinda ao @comunicaUNIRIO.

#galeraunirio ","",NA,0,0
"2017-01-27 12:12Z","Edital do mestrado profissional em Gestão de Documentos e Arquivos já está no ar! Inscrições começam no dia 31/1. https://t.co/OqrltiBLvE ","",NA,1,0
"2017-01-26 17:30Z","@umasereiaruiva, @AnaUsher, @Adnag7K e @rejanebeatris , sejam muito bem-vindos ao @comunicaunirio!  

#galeraunirio #siga #curta ","@umasereiaruiva",NA,1,0
"2017-01-26 14:28Z","Fiquem atentos ao prazo de inscrição para mestrado e doutorado em Neurologia. De 30/01 a 03/02. Veja o edital: https://t.co/raHVSBRYP5 ","",NA,1,1
"2017-01-26 11:43Z","Bom dia!!!! As inscrições para o #sisu2017 terminam amanhã. E você, já se inscreveu na #unirio? Estamos te esperando!!! https://t.co/XKLmio36TH ","",NA,6,1
"2017-01-25 17:08Z","Mestrado em Ecoturismo e Conservação: o edital foi lançado e as inscrições vão de 1 a 15/3. Saiba +: https://t.co/BI3cGemztG ","",NA,2,0
"2017-01-25 14:30Z","Errata THE de Música 2017: Instituto Villa-Lobos divulgou comunicado sobre processo seletivo. Confira: https://t.co/9AZjilLodw @musicaunirio ","",NA,2,1
"2017-01-25 12:00Z","☀️ Bom dia @PROGRAD_UNIRIO, @LuhCaputo, @FiniFrost e @JoseVitor989, sejam muito bem-vindos ao @comunicaunirio!  
#galeraunirio #siga #curta ","",NA,3,0
"2017-01-25 11:10Z","@moisessimeao @giseleolival @letin_rocha @tamiepanet @gabxzin Que legal! Boa sorte! Abs, ","@moisessimeao",NA,1,0
"2017-01-24 17:02Z","Especialização em saúde na #unirio: inscrições abertas para 20 cursos até dia 31/1. Saiba +: https://t.co/EYcA8nTuzJ ","",NA,3,1
"2017-01-24 14:26Z","Bom dia @giseleolival, @letin_rocha, @tamiepanet, @gabxzin e @moisessimeao, sejam muito bem-vindos ao @comunicaunirio! #galeraunirio #siga ","",NA,4,0
"2017-01-24 12:15Z","É hoje! Inscrições no #sisu estão abertas e vão até dia 27! Acesse https://t.co/YEZJEIOgnY e #vempraunirio! https://t.co/ZaFJ5NV6OS ","",NA,3,3
"2017-01-23 18:10Z","Até quarta, dia 25/1, o mestrado em Ciências Biológicas da #unirio recebe inscrições. São 25 vagas. Confira: https://t.co/ekzWTAnG0F ","",NA,2,1
"2017-01-23 15:59Z","☀️ Boa tarde @clarabpais, @imjanainamattos, @pequenaogrinha e @MarinsHigor, sejam muito bem-vindos ao @comunicaunirio!  
#galeraunirio #siga ","",NA,4,0
"2017-01-23 14:04Z","Sisu 2017: saiu o edital da #unirio! São 1314 vagas em 35 cursos de graduação! Inscrições de 24 a 27/1. Saiba +: https://t.co/9McXRBXkHQ ","",NA,2,1
"2017-01-23 12:02Z","☀️ Bom dia @Kleberbala, @swanson_abreu, @ArletteMaria e @Cordeiro_Fafa, sejam muito bem-vindos ao @comunicaunirio!  
#galeraunirio #siga ","",NA,1,0
"2017-01-19 17:02Z","Em julho, vem aí o III Colóquio Internacional Arquitetura, Teatro e Cultura. Prazo p/ submissão de trabalhos: 28/2. https://t.co/QKYqaoolny ","",NA,0,0
"2017-01-19 14:34Z","Boa tarde, @Binho_Teixeira, @LuanaPt28, @romulovallim, @alinesagrav, @mariane_daltro e @BetoAmargo, sejam bem-vindos ao @comunicaunirio!  😉 ","",NA,4,0
"2017-01-19 12:02Z","A cara da pessoa quando descobre que tirou um notão no Enem e vai estudar na #unirio. Bom dia!!!!! Vemmmmm #galeraunirio!!! https://t.co/lNh7UxqBd3 ","",NA,11,2
"2017-01-18 18:12Z","Pessoal que fez o Enem já conferiu o resultado? Boa sorte a todos, quem sabe nos encontramos na #unirio? 😉 Vê lá: https://t.co/23JUKviSa1 ","",NA,9,5
"2017-01-18 15:58Z","☀️ Olá @ronniercf, @PedrinhoASURLAG, @milenaconstanci e @joaopedrogenera, sejam bem-vindos ao @comunicaunirio!  
#galeraunirio #siga #curta ","",NA,2,0
"2017-01-18 14:52Z","Já conferiu a edição de janeiro do “Em Foco”? Se não, dê uma olhada e conheça as empresas juniores da #unirio: https://t.co/cYPJUmhZru https://t.co/5IkYC5gbyq ","",NA,2,1
"2017-01-18 12:02Z","☀️ Bom dia @Ronaldobio44, @queijuniverso e @Fitoplancton, sejam muito bem-vindos ao @comunicaunirio!  
#galeraunirio #siga #curta ","",NA,1,0
"2017-01-17 15:34Z","Pró-Reitoria de Graduação divulga editais para seleção de bolsistas. Inscrições já estão abertas! Confira: https://t.co/qy85GWjMfG ","",NA,0,0
"2017-01-17 12:07Z","Corre que ainda dá tempo de concorrer às 220 bolsas de extensão e às 40 de cultura! Inscrições até 19/1. Veja: https://t.co/qCOGuKpel8 ","",NA,0,0
"2017-01-16 17:27Z","@mari_mfn Olá, @mari_mfn. Nenhum segmento da UNIRIO está em greve. Abs! ","@mari_mfn",NA,1,0
"2017-01-16 17:12Z","Mestrado em Biologia Molecular e Celular na #unirio: inscrições abertas até 31 de janeiro. Saiba +: https://t.co/eTO9seeOcy ","",NA,2,3
"2017-01-16 14:25Z","Anote aí: inscrições para o curso de teatro na Fábrica de Cuidados da #unirio começam a partir de 18/1! Confira: https://t.co/0A6k9Mhhyv ","",NA,1,2
"2017-01-16 12:05Z","Bom dia @rodrigo_sampaio, @demiatt4ck, @MarcosGermano, @fluminxnse, @SantanaClelson e @celso_azevedo6, sejam bem-vindos ao @comunicaunirio! ","",NA,3,0
"2017-01-13 17:37Z","Reitoria da #unirio manifesta apoio a @UERJ_oficial. Leia a moção de solidariedade: https://t.co/VHhP9mPhQR ","",NA,28,17
"2017-01-13 15:41Z","Galera da medicina: estão abertas as inscrições para os cursos de especialização na #unirio. São 96 vagas! Saiba+: https://t.co/9ezugHcgCx ","",NA,3,1
"2017-01-13 12:13Z","Tem alguém querendo fugir da chuva aí?? Bom dia!!!!

#unirio #urca https://t.co/iCbxC83EiU ","",NA,2,0
"2017-01-12 17:21Z","Em julho acontecerá o III Colóquio Internacional Arquitetura, Teatro e Cultura. Prazo para envio de trabalhos: 28/2. https://t.co/QKYqaoolny ","",NA,1,1
"2017-01-12 14:44Z","Mestrado profissional em Infecção HIV/AIDS e Hepatites Virais: inscrições até dia 16. São 37 vagas! Saiba +: https://t.co/BpL0y1Rkws ","",NA,0,1
"2017-01-12 12:05Z","Bom dia @laismonteiro275, seja muito bem-vinda ao @comunicaunirio!  #galeraunirio #siga #curta ","",NA,1,0
"2017-01-11 17:12Z","Novidade no site do Prog. de Pós em Alimentos e Nutrição da #unirio! Agora tem versão em inglês e espanhol! Confira: https://t.co/yB6kAVGTQn ","",NA,0,0
"2017-01-11 14:25Z","Atenção #galeraunirio! Tá chegando a hora de escolher as disciplinas de 2017.1! https://t.co/UkMP1Dt93n ","",NA,6,1
"2017-01-11 11:52Z","☀️ Bom dia @giik_correa, seja muito bem-vinda ao @comunicaunirio!   #galeraunirio #siga #curta ","",NA,1,0
"2017-01-10 17:03Z","Atenção galera! Até dia 31, estão abertas as inscrições para o THE 2017 para cursos de teatro na #unirio! Confira: https://t.co/ceGIKDiiB5 ","",NA,4,0
"2017-01-10 14:39Z","Mestrado em Biologia Molecular e Celular: inscrições abertas de 16 a 31/01. Oferta é de 15 vagas. Saiba +:  https://t.co/eTO9sewp46 ","",NA,1,0
"2017-01-10 13:12Z","☀️ Bom dia @Italo34906611, @iraineduarte e @alana_santosa, sejam muito bem-vindos ao @comunicaunirio!   #galeraunirio #siga #curta ","",NA,4,0
"2017-01-09 17:35Z","Quer fazer mestrado em Ciências Biológicas? A #unirio está com inscrições abertas até 25/1 para a turma 2017: https://t.co/ekzWTAnG0F ","",NA,2,0
"2017-01-09 12:09Z","Bom dia, @NadineLeda1 e @Italo3490661! Sejam bem-vindos! ","",NA,0,0
"2017-01-06 17:01Z","Inscrições para mestrado e doutorado em Neurologia da #unirio estarão abertas entre 30/1 e 03/2. Fique atento! https://t.co/raHVSBRYP5 ","",NA,2,2
"2017-01-06 14:34Z","2017 é um ano de comemoração pelos 40 anos da Biblioteca Central da #unirio. Confira o que vai rolar em janeiro: https://t.co/gHBMdXYrVl ","",NA,3,0
"2017-01-06 13:05Z","Olá @RengawCandido, sugerimos que vc entre em contato c/ a Progepe pelo telefone 2542-5544 ou acompanhe em https://t.co/n7DoKHOF0L. Abs, ","@RengawCandido",NA,0,0
"2017-01-06 12:13Z","Bom dia!! Rezando para essa sexta-feira acabar logo. Vemmmmm fim de semana!!!!

#verão2017 #rio40graus #urca #unirio"" https://t.co/T2BARiRvsv ","",NA,2,0
"2017-01-05 17:02Z","Bolsas de iniciação científica: período para submissão de propostas começa hoje. Saiba +: https://t.co/0YqR9LyREP ","",NA,1,1
"2017-01-05 15:56Z","Olá @NicholasMarins! Segundo a coordenadoria responsável, a Caeg, a previsão é divulgar o edital na segunda quinzena de abril. Abs, ","@NicholasMarins",NA,2,0
"2017-01-05 14:57Z","Olá @NicholasMarins, já estamos verificando com o setor responsável para poder te dar um retorno. Abs, ","@NicholasMarins",NA,1,0
"2017-01-05 14:29Z","👉Inscrições abertas até 16/1 para o mestrado profissional em Infecção HIV/AIDS e Hepatites Virais na #unirio. Veja: https://t.co/BpL0y1Rkws ","",NA,1,1
"2017-01-05 12:33Z","Status de hoje: Em busca de sombra e água fresca!

Bom dia, quinta-feira!

#rio40graus #urca #unirio https://t.co/CgEKOD7WBi ","",NA,3,0
"2017-01-04 17:07Z","Saiu do forno o primeiro “Em Foco” do ano! Confira o informativo e conheça as empresas juniores da #unirio: https://t.co/cYPJUmhZru https://t.co/bc3Uqvt6iE ","",NA,0,0
"2017-01-04 16:22Z","Olá @chanddlerbing, de acordo com informações da Dtic, o Portal do Aluno já está funcionando normalmente. Abs. ","",NA,2,2
"2017-01-04 14:48Z","THE Teatro 2017 #unirio: inscrições entre os dias 9 e 31 de janeiro. Confira as informações e acesso o edital: https://t.co/vKAc2xXvLn ","",NA,1,1
"2017-01-04 11:54Z","☀️ Bom dia @HannaPerigosa, @NicholasMarins e @JFARod, sejam muito bem-vindos ao @comunicaunirio!   #galeraunirio #siga #curta ","",NA,3,0
"2017-01-04 10:53Z","Bom dia @chanddlerbing, estamos verificando a informação com a DTIC, responsável pelo Portal. Abs, ","@chanddlerbing",NA,1,0
"2017-01-03 17:32Z","Já viu o edital do mestrado em Ciências Biológicas na #unirio? Então, se liga! Inscrições abrem em 09/01. Confira: https://t.co/EccIU6SaWx ","",NA,0,0
"2017-01-03 15:10Z","Anote aí: em julho, tem o III Colóquio Internacional Arquitetura, Teatro e Cultura. Submissão de trabalhos até 28/2. https://t.co/QKYqaoolny ","",NA,4,2
"2017-01-03 12:00Z","☀️ Bom dia,@ictpSA, seja muito bem-vindo ao @comunicaunirio!   #galeraunirio #siga #curta ","",NA,2,0
"2017-01-02 17:00Z","E o ano já começa com notícia boa! Restaurante Escola retoma as atividades no dia 09 de janeiro. Saiba mais: https://t.co/st21qgp4NB ","",NA,2,0
"2017-01-02 16:14Z","@imarianar, sugerimos que entre em contato via e-mail: ccbs_nutricao@unirio.com ou secretaria.nutricao@gmail.com. Qlqr dúvida, estamos aqui! ","@imarianar",NA,1,0
"2017-01-02 14:27Z","Em maio, tem o III Simpósio de Alimentos e Nutrição. Inscrições até 18/5 e submissão de trabalhos até 30/1. Confira: https://t.co/ec1FkPmO6g ","",NA,2,1
"2017-01-02 11:54Z","☀️ Bom dia segunda-feira! 
E olá @luisgavarnu e @FbioLuizBSimas, sejam muito bem-vindos ao @comunicaunirio!   #galeraunirio #siga #curta ","",NA,1,0
"2016-12-30 16:29Z","Desejamos a todos um Ano Novo cheio de luz, alegria e muito aprendizado! https://t.co/veniNM5HpD ","",NA,12,2
"2016-12-30 11:58Z","☀️ Bom dia a todos nessa linda última sexta-feira do ano! https://t.co/LKzwWMMA3E ","",NA,11,3
"2016-12-29 19:05Z","Galera do teatro, essa é pra vocês! Inscrições para o THE 2017 vão de 9 a 31 de janeiro. Saibam +:  https://t.co/vKAc2xXvLn ","",NA,2,1
"2016-12-29 15:16Z","🌞 Boa tarde, @marcosflu1, seja muito bem-vindo ao @comunicaUNIRIO. 👏👏👏
 #galeraunirio #siga #curta ","",NA,1,0
"2016-12-29 10:51Z","Inscrições p/ mestrado profissional em Infecção HIV/AIDS e Hepatites Virais #unirio começam em 5/01. https://t.co/oJO4HeLJBH ","",NA,0,0
"2016-12-29 10:45Z","Bom dia, #galeraunirio!!! ","",NA,0,0
"2016-12-28 17:08Z","Bolsas para Iniciação Científica: prazo para submissão de propostas começa no dia 5/01. Confira as informações em https://t.co/H9ORz1mejy ","",NA,1,1
"2016-12-28 12:05Z","Bom dia! ☀️
É bolsista de monitoria? Então, acesse o link e responda à avaliação do programa: https://t.co/Enlm58vb1l ","",NA,2,2
"2016-12-27 17:52Z","Orquestra Barroca da #unirio fica entre os 10 melhores concertos 2016 pelos destaques do @JornalOGlobo! Parabéns! 👏 https://t.co/UKHM6CY6fd https://t.co/dzRw4nUlnv ","",NA,7,2
"2016-12-27 14:46Z","🌞 Boa tarde, @TOTAL_QUALIDADE, @tequilaginger_ e @rapha_cost, sejam muito bem-vindos ao @comunicaUNIRIO. 👏👏👏
 #galeraunirio #siga #curta ","",NA,0,0
"2016-12-27 10:20Z","Mestrado em Ciências Biológicas #unirio: inscrições acontecem de 9 a 25 de janeiro. Ao todo, são 25 vagas. Saiba +: https://t.co/EccIU6SaWx ","",NA,2,1
